期刊名,Quartile,,,,,,
AFRICAN AMERICAN REVIEW,N/A,,,,,,
INTERNATIONALES ARCHIV FUR SOZIALGESCHICHTE DER DEUTSCHEN LITERATUR,N/A,,,,,,
COMPARATIVE LITERATURE STUDIES,N/A,,,,,,
Mediterranean Historical Review,Q2,,,,,,
International Journal of the Classical Tradition,N/A,,,,,,
Terrae Incognitae-The Journal of the Society for the History of Discoveries,Q2,,,,,,
Studies in Theatre and Performance,N/A,,,,,,
Empirical Musicology Review,N/A,,,,,,
Classical Receptions Journal,N/A,,,,,,
NEOHELICON,N/A,,,,,,
Revista Brasileira de Historia,Q2,,,,,,
Romance Studies,N/A,,,,,,
South African Theatre Journal,N/A,,,,,,
GLOTTA-ZEITSCHRIFT FUR GRIECHISCHE UND LATEINISCHE SPRACHE,N/A,,,,,,
Middle Eastern Literatures,N/A,,,,,,
ZEITSCHRIFT FUR SLAVISCHE PHILOLOGIE,N/A,,,,,,
MODERN PHILOLOGY,N/A,,,,,,
Romanica Olomucensia,N/A,,,,,,
TOUNG PAO,N/A,,,,,,
African Historical Review,Q2,,,,,,
ISLE-Interdisciplinary Studies in Literature and Environment,N/A,,,,,,
Plainsong & Medieval Music,N/A,,,,,,
Novoe Literaturnoe Obozrenie,N/A,,,,,,
FRENCH HISTORICAL STUDIES,Q2,,,,,,
Aramaic Studies,N/A,,,,,,
MEANJIN,N/A,,,,,,
Modern Chinese Literature and Culture,Q4,,,,,,
VIVARIUM-AN INTERNATIONAL JOURNAL FOR THE PHILOSOPHY AND INTELLECTUAL LIFE OF THE MIDDLE AGES AND RENAISSANCE,N/A,,,,,,
INDIAN ECONOMIC AND SOCIAL HISTORY REVIEW,Q2,,,,,,
Journal of International and Comparative Law,Q3,,,,,,
Journal of Contemporary Drama in English,N/A,,,,,,
PARERGON,N/A,,,,,,
Al-Masaq-Journal of the Medieval Mediterranean,N/A,,,,,,
Journal of Screenwriting,N/A,,,,,,
Interdisciplinary Studies of Literature,N/A,,,,,,
ASIAN MUSIC,N/A,,,,,,
GERMAN QUARTERLY,N/A,,,,,,
HISTORIA-ZEITSCHRIFT FUR ALTE GESCHICHTE,Q2,,,,,,
Trans-Form-Acao,N/A,,,,,,
Anuario de Estudios Medievales,N/A,,,,,,
CONFLUENCIA-REVISTA HISPANICA DE CULTURA Y LITERATURA,N/A,,,,,,
Revolutionary Russia,Q2,,,,,,
Southern African Humanities,N/A,,,,,,
Drevnyaya Rus-Voprosy Medievistiki,N/A,,,,,,
Alabe-Revista de Investigacion sobre Lectura y Escritura,N/A,,,,,,
BULLETIN OF THE INSTITUTE OF CLASSICAL STUDIES,N/A,,,,,,
COLLEGE LITERATURE,N/A,,,,,,
Fascism,N/A,,,,,,
Histories,Q2,,,,,,
HARVARD JOURNAL OF ASIATIC STUDIES,Q2,,,,,,
Literatura-Teoria Historia Critica,N/A,,,,,,
Studia Litterarum,N/A,,,,,,
Acta Orientalia Academiae Scientiarum Hungaricae,Q2,,,,,,
French History,Q2,,,,,,
Historia y Comunicacion Social,Q2,,,,,,
INTERNATIONAL JOURNAL OF AFRICAN HISTORICAL STUDIES,Q2,,,,,,
Metal Music Studies,Q4,,,,,,
Problemy Muzykalnoi Nauki-Music Scholarship,N/A,,,,,,
WALLACE STEVENS JOURNAL,N/A,,,,,,
Monatshefte,N/A,,,,,,
Early China,N/A,,,,,,
War & Society,Q2,,,,,,
Canadian Journal of Film Studies-Revue Canadienne d Etudes Cinematographiques,N/A,,,,,,
VSWG-Vierteljahrschrift fur Sozial-und Wirtschaftsgeschichte,Q2,,,,,,
Australasian Drama Studies,N/A,,,,,,
Childrens Literature Association Quarterly,N/A,,,,,,
European Journal of Media Art and Photography,N/A,,,,,,
Journal of British Cinema and Television,N/A,,,,,,
Technoetic Arts,N/A,,,,,,
Espana Medieval,N/A,,,,,,
Seoul Journal of Korean Studies,Q4,,,,,,
Vulcan,Q2,,,,,,
Zolotoordynskoe Obozrenie-Golden Horde Review,Q2,,,,,,
Ben Jonson Journal,N/A,,,,,,
HISTORY OF PHOTOGRAPHY,N/A,,,,,,
JOURNAL OF MUSICOLOGY,N/A,,,,,,
CINEJ Cinema Journal,N/A,,,,,,
TWENTIETH CENTURY LITERATURE,N/A,,,,,,
Asian Review of World Histories,Q2,,,,,,
Bamboo and Silk,N/A,,,,,,
CAMBRIAN MEDIEVAL CELTIC STUDIES,N/A,,,,,,
Lectora-Revista de Dones i Textualitat,N/A,,,,,,
NORTHERN HISTORY,Q2,,,,,,
ANALES CERVANTINOS,N/A,,,,,,
RILCE-Revista de Filologia Hispanica,Q4,,,,,,
Art Documentation,N/A,,,,,,
Bioscope-South Asian Screen Studies,N/A,,,,,,
CLCWEB-Comparative Literature and Culture,N/A,,,,,,
Hebrew Bible and Ancient Israel,N/A,,,,,,
Memoria y Civilizacion-Anuario de Historia,Q2,,,,,,
Afghanistan,N/A,,,,,,
Irish Economic and Social History,Q2,,,,,,
Current Writing-Text and Reception in Southern Africa,N/A,,,,,,
Musicologist,N/A,,,,,,
Acta Analytica-International Periodical for Philosophy in the Analytical Tradition,N/A,,,,,,
Bronte Studies,N/A,,,,,,
Parliamentary History,Q2,,,,,,
Epistemology & Philosophy of Science-Epistemologiya i Filosofiya Nauki,N/A,,,,,,
Jewish Studies Quarterly,N/A,,,,,,
PHILOSOPHICAL FORUM,N/A,,,,,,
Comparatist,N/A,,,,,,
GYMNASIUM,N/A,,,,,,
Istoriya-Elektronnyi Nauchno-Obrazovatelnyi Zhurnal,Q2,,,,,,
Anuario de Estudios Americanos,Q2,,,,,,
Comparative Critical Studies,N/A,,,,,,
Journal of Supreme Court History,Q2,,,,,,
Studia Theologica-Czech Republic,N/A,,,,,,
International Journal for the Study of the Christian Church,N/A,,,,,,
International Journal of Islamic Architecture,N/A,,,,,,
Japan Forum,Q4,,,,,,
Museum History Journal,Q2,,,,,,
COMPARATIVE DRAMA,N/A,,,,,,
Cuadernos de Historia Moderna,Q2,,,,,,
Hiperboreea,Q2,,,,,,
LEARNing Landscapes,Q4,,,,,,
Rivista di Matematica della Universita di Parma,Q4,,,,,,
Australian Journal of Administrative Law,Q3,,,,,,
Ilha do Desterro-A Journal of English Language Literatures in English and Cultural Studies,N/A,,,,,,
International Journal of Military History and Historiography,Q2,,,,,,
Milli Folklor,N/A,,,,,,
ANTIKE UND ABENDLAND,N/A,,,,,,
Arqueologia y Territorio Medieval,N/A,,,,,,
Pasado y Memoria-Revista de Historia Contemporanea,Q2,,,,,,
Journal of the Society for American Music,N/A,,,,,,
ZEITSCHRIFT FUR DIE ALTTESTAMENTLICHE WISSENSCHAFT,N/A,,,,,,
Aspasia,Q2,,,,,,
Ilahiyat Tetkikleri Dergisi-Journal of Ilahiyat Researches,N/A,,,,,,
Journal of Comparative Germanic Linguistics,Q4,,,,,,
Music Sound and the Moving Image,N/A,,,,,,
TEMPO,N/A,,,,,,
ARCHITECTURAL HISTORY,Q2,,,,,,
Boletim do Arquivo da Universidade de Coimbra,Q2,,,,,,
Grazer Philosophische Studien-International Journal for Analytic Philosophy,N/A,,,,,,
Journal of Applied Logics-IfCoLoG Journal of Logics and their Applications,Q4,,,,,,
Choreographic Practices,N/A,,,,,,
Holocaust-Studii si Cercetari,Q2,,,,,,
International Journal of Korean History,Q2,,,,,,
Journal for Eighteenth-Century Studies,N/A,,,,,,
Journal of Italian Cinema and Media Studies,N/A,,,,,,
Journal of Scottish Philosophy,N/A,,,,,,
Annales-Anali za Istrske in Mediteranske Studije-Series Historia et Sociologia,N/A,,,,,,
ESTUDIOS FILOLOGICOS,Q4,,,,,,
Filosofija-Sociologija,Q4,,,,,,
JOURNAL OF MILITARY HISTORY,Q2,,,,,,
Journal of the History of Collections,N/A,,,,,,
Manuscrito,N/A,,,,,,
Teaching Philosophy,N/A,,,,,,
WELSH HISTORY REVIEW,Q2,,,,,,
Deleuze and Guattari Studies,N/A,,,,,,
Ecclesiology,N/A,,,,,,
Luxury-History Culture Consumption,N/A,,,,,,
Studies in Chinese Religions,N/A,,,,,,
THOMIST,N/A,,,,,,
Boletin del Museo Chileno de Arte Precolombino,N/A,,,,,,
Historisk Tidskrift,Q2,,,,,,
INTERNATIONAL REVIEW OF THE AESTHETICS AND SOCIOLOGY OF MUSIC,N/A,,,,,,
Medievalismo,N/A,,,,,,
MOYEN AGE,N/A,,,,,,
Pennsylvania History-A Journal of Mid-Atlantic Studies,Q2,,,,,,
ZEITGESCHICHTE,Q2,,,,,,
ZEITSCHRIFT FUR DEUTSCHE PHILOLOGIE,N/A,,,,,,
BURLINGTON MAGAZINE,N/A,,,,,,
Journal of American-East Asian Relations,Q2,,,,,,
Pluralist,N/A,,,,,,
Atlantis-Journal of the Spanish Association of Anglo-American Studies,Q4,,,,,,
China and Asia,Q2,,,,,,
JOURNAL OF GLASS STUDIES,N/A,,,,,,
Journal of Visual Art Practice,N/A,,,,,,
US Catholic Historian,N/A,,,,,,
Vinculos de Historia,Q2,,,,,,
WAR IN HISTORY,Q2,,,,,,
Arizona Quarterly,N/A,,,,,,
Communication Law and Policy,Q3,,,,,,
Early Christianity,N/A,,,,,,
Journal of Speculative Philosophy,N/A,,,,,,
Korean Journal of Medical History,Q4,,,,,,
Turkish Historical Review,Q2,,,,,,
COMPARATIVE AMERICAN STUDIES,N/A,,,,,,
Empedocles-European Journal for the Philosophy of Communication,N/A,,,,,,
Punk & Post-Punk,Q4,,,,,,
Revista Chilena de Estudios Medievales,N/A,,,,,,
AMERICAN CATHOLIC PHILOSOPHICAL QUARTERLY,N/A,,,,,,
Derrida Today,N/A,,,,,,
JOURNAL OF CHINESE PHILOSOPHY,N/A,,,,,,
JOURNAL OF DHARMA,N/A,,,,,,
Politics and Religion Journal,N/A,,,,,,
Journal of Adaptation in Film & Performance,N/A,,,,,,
Teaching Theology and Religion,Q4,,,,,,
Dialog-A Journal of Theology,N/A,,,,,,
Information and Communication Technology in Musical Field,N/A,,,,,,
Law Text Culture,Q4,,,,,,
Philosophia-International Journal of Philosophy,N/A,,,,,,
Reti Saperi Linguaggi-Italian Journal of Cognitive Sciences,N/A,,,,,,
Review of Korean Studies,N/A,,,,,,
REVUE BIBLIQUE,N/A,,,,,,
ZEITSCHRIFT DES DEUTSCHEN PALASTINA-VEREINS,N/A,,,,,,
Architektura & Urbanizmus,N/A,,,,,,
Arenal-Revista de Historia de las Mujeres,Q2,,,,,,
Journal of Migration History,Q2,,,,,,
Luso-Brazilian Review,N/A,,,,,,
Missiology-An International Review,N/A,,,,,,
MUSEOLOGIA SCIENTIFICA,N/A,,,,,,
New Blackfriars,N/A,,,,,,
REVUE D HISTOIRE MODERNE ET CONTEMPORAINE,Q2,,,,,,
Tyndale Bulletin,N/A,,,,,,
University of Western Australia Law Review,Q3,,,,,,
EGE-Revista de Expresion Grafica en la Edificacion,N/A,,,,,,
Hispania Sacra,Q2,,,,,,
Journal of Hindu Studies,N/A,,,,,,
Journal of Language Literature and Culture,N/A,,,,,,
Person and the Challenges-The Journal of Theology Education Canon Law and Social Studies Inspired by Pope John Paul II,N/A,,,,,,
Revista de Arquitectura-Bogota,N/A,,,,,,
Acta Koreana,N/A,,,,,,
Estudos Historicos,Q2,,,,,,
Journal of Modern Craft,N/A,,,,,,
Nova Prisutnost,N/A,,,,,,
Philosophy and Society-Filozofija i Drustvo,N/A,,,,,,
Pneuma,N/A,,,,,,
Res Rhetorica,N/A,,,,,,
Revista de Historia da Sociedade e da Cultura,Q2,,,,,,
South African Journal of African Languages,N/A,,,,,,
Studies in European Cinema,N/A,,,,,,
Utrecht Journal of International and European Law,Q3,,,,,,
Voprosy Yazykoznaniya,N/A,,,,,,
Critical Studies in Mens Fashion,N/A,,,,,,
EASTERN BUDDHIST,N/A,,,,,,
ECUMENICAL REVIEW,N/A,,,,,,
Fotocinema-Revista Cientifica de Cine y Fotografia,N/A,,,,,,
Journal of International Arbitration,Q3,,,,,,
Muzikologija-Musicology,N/A,,,,,,
Nova et Vetera-English Edition,N/A,,,,,,
Transcultural Studies,Q2,,,,,,
VOPROSY FILOSOFII,N/A,,,,,,
Acta Universitatis Sapientiae-Film and Media Studies,N/A,,,,,,
African Diaspora,Q4,,,,,,
Conformal Geometry and Dynamics,Q4,,,,,,
EARLY MUSIC,N/A,,,,,,
Gladius,Q2,,,,,,
Historia Social,Q2,,,,,,
Istorija 20 Veka,Q2,,,,,,
Nauchnyi Dialog,N/A,,,,,,
Problemos,N/A,,,,,,
Review of Middle East Studies,Q4,,,,,,
Social Sciences and Missions-Sciences Sociales et Missions,N/A,,,,,,
Teka Komisji Urbanistyki i Architektury,N/A,,,,,,
Belleten,Q2,,,,,,
Early Modern Women-An Interdisciplinary Journal,N/A,,,,,,
Filosofskii Zhurnal,N/A,,,,,,
IDA-International Design and Art Journal,N/A,,,,,,
Logos-Journal of the World Publishing Community,N/A,,,,,,
RUSSIAN HISTORY-HISTOIRE RUSSE,Q2,,,,,,
STUDIES IN THE HISTORY OF GARDENS & DESIGNED LANDSCAPES,N/A,,,,,,
Al-Jamiah-Journal of Islamic Studies,N/A,,,,,,
Archiv fur Religionsgeschichte,N/A,,,,,,
European Journal of East Asian Studies,Q4,,,,,,
HEYTHROP JOURNAL,N/A,,,,,,
Historia-Santiago,Q2,,,,,,
HUDEBNI VEDA,N/A,,,,,,
Journal of Law and Social Deviance,Q3,,,,,,
Kocatepe Islami Ilimler Dergisi,N/A,,,,,,
Kyungpook Mathematical Journal,Q4,,,,,,
Manuscript Studies-A Journal of the Schoenberg Institute for Manuscript Studies,N/A,,,,,,
Metaphysica-International Journal for Ontology & Metaphysics,N/A,,,,,,
Philosophical Inquiries,N/A,,,,,,
Revista Musical Chilena,N/A,,,,,,
Revista Universitaria de Historia Militar,Q2,,,,,,
Sakarya Universitesi Ilahiyat Fakultesi Dergisi-Journal of Sakarya University Faculty of Theology,N/A,,,,,,
Victorian Periodicals Review,N/A,,,,,,
Anales de Historia del Arte,N/A,,,,,,
DEUTSCHE ZEITSCHRIFT FUR PHILOSOPHIE,N/A,,,,,,
Hume Studies,N/A,,,,,,
International Review of Pragmatics,N/A,,,,,,
Journal of Aesthetics and Phenomenology,N/A,,,,,,
Studi Musicali-Nuova Serie,N/A,,,,,,
Teoria-Rivista di Filosofia,N/A,,,,,,
VIERTELJAHRSHEFTE FUR ZEITGESCHICHTE,Q2,,,,,,
Contemporanea,Q2,,,,,,
CONTEMPORARY PSYCHOANALYSIS,Q4,,,,,,
Jebat-Malaysian Journal of History Politics and Strategic Studies,Q2,,,,,,
JOURNAL OF AMERICAN CULTURE,N/A,,,,,,
JOURNAL OF POPULAR CULTURE,Q4,,,,,,
Journal of the Musical Arts in Africa,N/A,,,,,,
MODERNA SPRAK,N/A,,,,,,
Newman Studies Journal,N/A,,,,,,
STUDI STORICI,Q2,,,,,,
Yearbook of Phraseology,N/A,,,,,,
ACADIENSIS,Q2,,,,,,
AMERICAN MUSIC,N/A,,,,,,
CONTEMPORARY LITERATURE,N/A,,,,,,
Contemporary Pragmatism,N/A,,,,,,
Cumhuriyet Ilahiyat Dergisi-Cumhuriyet Theology Journal,N/A,,,,,,
Filologia Mediolatina,N/A,,,,,,
Impossibilia-Revista Internacional de Estudios Literarios,N/A,,,,,,
Journal of Science and Technology of the Arts,N/A,,,,,,
JOURNAL OF THE WARBURG AND COURTAULD INSTITUTES,N/A,,,,,,
Nineteenth-Century Contexts-An Interdisciplinary Journal,N/A,,,,,,
Perspectiva Teologica,N/A,,,,,,
RACAR-REVUE D ART CANADIENNE-CANADIAN ART REVIEW,N/A,,,,,,
Rupkatha Journal on Interdisciplinary Studies in Humanities,N/A,,,,,,
Tarih Incelemeleri Dergisi,Q2,,,,,,
Uniform Law Review,Q3,,,,,,
ZEITSCHRIFT FUR ANTIKES CHRISTENTUM-JOURNAL OF ANCIENT CHRISTIANITY,N/A,,,,,,
British Journal of American Legal Studies,Q3,,,,,,
CHINESE STUDIES IN HISTORY,Q2,,,,,,
Fronteras de la Historia,Q2,,,,,,
Horror Studies,N/A,,,,,,
International Review of Mission,N/A,,,,,,
Kant Yearbook,N/A,,,,,,
On the Waterfront,N/A,,,,,,
SAECULUM,Q2,,,,,,
Studia Metrica et Poetica,N/A,,,,,,
Balkan Journal of Philosophy,N/A,,,,,,
Bible Translator,N/A,,,,,,
Eskiyeni,N/A,,,,,,
HISTORISCHES JAHRBUCH,Q2,,,,,,
Japanese Journal of Sociology,Q4,,,,,,
Journal of Pentecostal Theology,N/A,,,,,,
Journal of Reformed Theology,N/A,,,,,,
VLC Arquitectura-Research Journal,N/A,,,,,,
Vox Patrum,Q2,,,,,,
Acta Universitatis Carolinae Theologica,N/A,,,,,,
American Art,N/A,,,,,,
Anuario Calderoniano,N/A,,,,,,
ARCADIA,N/A,,,,,,
Argumenta,Q4,,,,,,
FISH PATHOLOGY,Q4,,,,,,
International Review of Scottish Studies,N/A,,,,,,
Revista Historia Autonoma,Q2,,,,,,
Skandinavskaya Filologiya,N/A,,,,,,
Taida Journal of Art History,N/A,,,,,,
Voprosy Onomastiki-Problems of Onomastics,N/A,,,,,,
ZEITSCHRIFT FUR RELIGIONS-UND GEISTESGESCHICHTE,N/A,,,,,,
Anales del Seminario de Historia de la Filosofia,N/A,,,,,,
Bajo Palabra-Journal of Philosophy,N/A,,,,,,
Bulletin of the John Rylands Library,N/A,,,,,,
Edinburgh Law Review,Q3,,,,,,
Hispania Nova,Q2,,,,,,
Jordan Journal of Modern Languages & Literature,N/A,,,,,,
Journal of Austrian Studies,N/A,,,,,,
LINGUA E STILE,N/A,,,,,,
Linguistic Research,N/A,,,,,,
Logos-Revista de Linguistica Filosofia y Literatura,N/A,,,,,,
Philobiblon-Transylvanian Journal of Multidisciplinary Research in Humanities,N/A,,,,,,
TPM-The Philosophers Magazine,N/A,,,,,,
Analysis in Theory and Applications,Q4,,,,,,
Contemporary French Civilization,Q4,,,,,,
Environmental and Planning Law Journal,Q3,,,,,,
Jazz Research Journal,N/A,,,,,,
JOURNAL OF FEMINIST STUDIES IN RELIGION,N/A,,,,,,
Kriterion-Revista de Filosofia,N/A,,,,,,
Statute Law Review,Q3,,,,,,
UNIVERSITY OF PITTSBURGH LAW REVIEW,Q3,,,,,,
Asia-Pacific Journal-Japan Focus,Q4,,,,,,
JOURNAL OF CHINESE LINGUISTICS,Q4,,,,,,
Mathematics Enthusiast,Q4,,,,,,
Nordisk Judaistik-Scandinavian Jewish Studies,N/A,,,,,,
TOPIA-Canadian Journal of Cultural Studies,Q4,,,,,,
ARCHITECTURAL DESIGN,N/A,,,,,,
Colloquia Humanistica,N/A,,,,,,
Estudios de Historia de Espana,Q2,,,,,,
Law and Humanities,Q3,,,,,,
Lexonomica,Q3,,,,,,
Logos-Anales del Seminario de Metafisica,N/A,,,,,,
Revista de Humanidades de Valparaiso-RHV,Q4,,,,,,
Revista Espanola de Linguistica Aplicada,Q4,,,,,,
REVUE DES SCIENCES PHILOSOPHIQUES ET THEOLOGIQUES,N/A,,,,,,
Trusts & Trustees,Q3,,,,,,
Vestnik Permskogo Universiteta-Juridicheskie Nauki,Q3,,,,,,
Anaquel de Estudios Arabes,N/A,,,,,,
Bandung,Q4,,,,,,
Bulgarsko e-Spisanie za Arkheologiya-Bulgarian e-Journal of Archaeology,N/A,,,,,,
Early Science and Medicine,Q4,,,,,,
Global Change Peace & Security,Q4,,,,,,
Historia y Memoria,Q2,,,,,,
Historiografias-Revista de Historia y Teoria,Q2,,,,,,
Hong Kong Law Journal,Q3,,,,,,
International Journal of Whole Schooling,Q4,,,,,,
Journal of Banking and Finance Law and Practice,Q3,,,,,,
Journal of East Asia and International Law,Q3,,,,,,
Philosophia Africana,N/A,,,,,,
Wesley and Methodist Studies,N/A,,,,,,
American Periodicals,N/A,,,,,,
ARCHIVES OF NATURAL HISTORY,Q4,,,,,,
arq-Architectural Research Quarterly,N/A,,,,,,
Bagh-e Nazar,N/A,,,,,,
Contemporary Asia Arbitration Journal,Q3,,,,,,
Cuadernos de Musica Artes Visuales y Artes Escenicas,N/A,,,,,,
Edad Media-Revista de Historia,N/A,,,,,,
Epohi,Q2,,,,,,
HEGEL-STUDIEN,N/A,,,,,,
IIUM Law Journal,Q3,,,,,,
Kritike-An Online Journal of Philosophy,N/A,,,,,,
Prometeica-Revista de Filosofia y Ciencias,N/A,,,,,,
Psicoterapia e Scienze Umane,Q4,,,,,,
Review of European and Comparative Law,Q3,,,,,,
Schole-Filosofskoe Antikovedenie i Klassicheskaya Traditsiya-Schole-Ancient Philosophy and the Classical Tradition,N/A,,,,,,
UNIVERSITY OF CINCINNATI LAW REVIEW,Q3,,,,,,
Urbanities-Journal of Urban Ethnography,Q4,,,,,,
Annales Universitatis Paedagogicae Cracoviensis-Studia Mathematica,Q4,,,,,,
Brumal-Research Journal on the Fantastic,N/A,,,,,,
CATHOLIC UNIVERSITY LAW REVIEW,Q3,,,,,,
Enrahonar-Quaderns de Filosofia,N/A,,,,,,
Espacio Tiempo y Forma Serie VII-Historia del Arte,N/A,,,,,,
Journal for the History of Modern Theology-Zeitschrift fur Neuere Theologiegeschichte,N/A,,,,,,
Journal of Dynamical Systems and Geometric Theories,Q4,,,,,,
Language and Linguistics,Q4,,,,,,
MERRILL-PALMER QUARTERLY-JOURNAL OF DEVELOPMENTAL PSYCHOLOGY,Q4,,,,,,
Nordic Journal of African Studies,Q4,,,,,,
Philosophy of Photography,N/A,,,,,,
Rukopysna ta Knyzhkova Spadshchyna Ukrainy-Manuscript and Book Heritage of Ukraine,Q2,,,,,,
Topicos-Revista de Filosofia,N/A,,,,,,
ZEITSCHRIFT FUR DIALEKTOLOGIE UND LINGUISTIK,Q4,,,,,,
Advances in Group Theory and Applications,Q4,,,,,,
African Journal of Legal Studies,Q3,,,,,,
Americania-Revista de Estudios Latinoamericanos,Q2,,,,,,
British Journal of Canadian Studies,N/A,,,,,,
Capitale Culturale-Studies on the Value of Cultural Heritage,N/A,,,,,,
HISTORIA MEXICANA,Q2,,,,,,
Journal of Argumentation in Context,Q4,,,,,,
Journal of Early Modern Studies-Romania,N/A,,,,,,
Medicine Law & Society,Q3,,,,,,
Moscow University Mathematics Bulletin,Q4,,,,,,
Rossiiskaya Arkheologiya,N/A,,,,,,
Slovo a Slovesnost,Q4,,,,,,
Studia et Documenta,N/A,,,,,,
Anali Zavoda za Povijesne Znanosti Hrvatske Akademije Znanosti I Umjetnosti u Dubrovniku,Q2,,,,,,
BULLETIN OF THE INSTITUTE OF HISTORY AND PHILOLOGY ACADEMIA SINICA,Q2,,,,,,
CANADIAN REVIEW OF AMERICAN STUDIES,N/A,,,,,,
Estudios de Historia Moderna y Contemporanea de Mexico,Q2,,,,,,
Estudios Sociales-Revista Universitaria Semestral,Q2,,,,,,
Feminismo-s,Q4,,,,,,
Janus-Estudios Sobre El Siglo de Oro,N/A,,,,,,
Journal of Geography-Chigaku Zasshi,Q4,,,,,,
Journal of Geography-Cografya Dergisi,Q4,,,,,,
Journal of Persianate Studies,N/A,,,,,,
National Taiwan University Law Review,Q3,,,,,,
Review of Network Economics,Q4,,,,,,
CR-THE NEW CENTENNIAL REVIEW,N/A,,,,,,
English Studies at NBU,N/A,,,,,,
Estudios de Linguistica-Universidad de Alicante-ELUA,N/A,,,,,,
INTERNATIONAL JOURNAL OF AMERICAN LINGUISTICS,Q4,,,,,,
Izvestiya Uralskogo Federalnogo Universiteta-Seriya 2-Gumanitarnye Nauki,N/A,,,,,,
JOURNAL OF INSTITUTIONAL AND THEORETICAL ECONOMICS-ZEITSCHRIFT FUR DIE GESAMTE STAATSWISSENSCHAFT,Q4,,,,,,
Revista General de Derecho Europeo,Q3,,,,,,
Sendebar-Revista de Traduccion e Interpretacion,N/A,,,,,,
Sibirskii Filologicheskii Zhurnal,N/A,,,,,,
SOUTH AFRICAN JOURNAL FOR RESEARCH IN SPORT PHYSICAL EDUCATION AND RECREATION,Q4,,,,,,
SPRACHWISSENSCHAFT,N/A,,,,,,
Studies in Psychology-Psikoloji Calismalari Dergisi,Q4,,,,,,
Acta Balneologica,Q4,,,,,,
Austrian Journal of Political Science,Q4,,,,,,
Cadernos de Dereito Actual,Q3,,,,,,
CINEASTE,N/A,,,,,,
COLUMBIA JOURNAL OF LAW AND SOCIAL PROBLEMS,Q3,,,,,,
Jeunesse-Young People Texts Cultures,N/A,,,,,,
Journal of Education Finance,Q4,,,,,,
Jung Journal-Culture & Psyche,N/A,,,,,,
Neotestamentica,N/A,,,,,,
Potestas,Q2,,,,,,
Public-Art Culture Ideas,N/A,,,,,,
Rawal Medical Journal,Q4,,,,,,
Stratum Plus,N/A,,,,,,
Tekst Kniga Knigoizdanie-Text Book Publishing,N/A,,,,,,
Tercio Creciente,N/A,,,,,,
Archaeological Reports,N/A,,,,,,
Asia Pacific Journal of Environmental Law,Q3,,,,,,
Italian Journal of Pure and Applied Mathematics,Q4,,,,,,
Journal of Nonprofit Education and Leadership,Q4,,,,,,
Manchester Journal of International Economic Law,Q3,,,,,,
Mitologias Hoy-Revista de Pensamiento Critica y Estudios Literarios Latinoamericanos,N/A,,,,,,
Pravni Vjesnik,Q3,,,,,,
Ricerche di Storia Politica,Q2,,,,,,
Rivista di Filosofia,N/A,,,,,,
Salus Journal,Q4,,,,,,
Sodobna Pedagogika-Journal of Contemporary Educational Studies,Q4,,,,,,
Veleia,N/A,,,,,,
ANTHROPOLOGIE-INTERNATIONAL JOURNAL OF HUMAN DIVERSITY AND EVOLUTION,Q4,,,,,,
ArcheoSciences-Revue d Archeometrie,Q4,,,,,,
Bulletin of the Institute of Mathematics Academia Sinica New Series,Q4,,,,,,
Canadian Journal of Women and the Law,Q3,,,,,,
Foro Educacional,Q4,,,,,,
HENRY JAMES REVIEW,N/A,,,,,,
"Involve, a journal of mathematics",Q4,,,,,,
Linguistica Pragensia,N/A,,,,,,
Mandenkan-Bulletin Semestriel d Etudes Linguistiques Mande,Q4,,,,,,
Media History,Q4,,,,,,
Rasprave,N/A,,,,,,
Revista de Investigacion en Logopedia,Q4,,,,,,
Revue Roumaine de Linguistique-Romanian Review of Linguistics,Q4,,,,,,
Selcuk Universitesi Edebiyat Fakultesi Dergisi-Selcuk University Journal of Faculty of Letters,N/A,,,,,,
World of the Orient,Q2,,,,,,
