期刊名称,2025分区,Top
JOURNAL OF LOSS & TRAUMA,4,\
JOURNAL OF LOSS PREVENTION IN THE PROCESS INDUSTRIES,3,\
JOURNAL OF LOW FREQUENCY NOISE VIBRATION AND ACTIVE CONTROL,3,\
Journal of Low Power Electronics and Applications,4,\
JOURNAL OF LOW TEMPERATURE PHYSICS,4,\
Journal of Lower Genital Tract Disease,3,\
Journal of Luminescence,3,\
Journal of Lusophone Studies,4,\
JOURNAL OF MACHINE LEARNING RESEARCH,4,\
Journal of Machinery Manufacture and Reliability,4,\
JOURNAL OF MACROECONOMICS,4,\
Journal of Macromarketing,4,\
Journal of Macromolecular Science Part A-Pure and Applied Chemistry,3,\
Journal of Macromolecular Science Part B-Physics,4,\
Journal of Magnesium and Alloys,1,Yes
JOURNAL OF MAGNETIC RESONANCE IMAGING,2,\
Journal of Magnetic Resonance Open,4,\
JOURNAL OF MAGNETIC RESONANCE,3,\
Journal of Magnetics,4,\
JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,3,\
JOURNAL OF MAMMALIAN EVOLUTION,3,\
JOURNAL OF MAMMALOGY,3,\
JOURNAL OF MAMMARY GLAND BIOLOGY AND NEOPLASIA,4,\
Journal of Managed Care & Specialty Pharmacy,4,\
Journal of Management & Organization,4,\
Journal of Management Accounting Research,4,\
Journal of Management Analytics,4,\
Journal of Management and Governance,4,\
Journal of Management Control,4,\
JOURNAL OF MANAGEMENT DEVELOPMENT,3,\
Journal of Management Education,3,\
Journal of Management History,4,\
JOURNAL OF MANAGEMENT IN ENGINEERING,1,Yes
JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,2,\
JOURNAL OF MANAGEMENT INQUIRY,3,\
Journal of Management Science and Engineering,2,\
Journal of Management Spirituality & Religion,4,\
JOURNAL OF MANAGEMENT STUDIES,1,Yes
JOURNAL OF MANAGEMENT,1,Yes
Journal of Managerial Psychology,4,\
JOURNAL OF MANIPULATIVE AND PHYSIOLOGICAL THERAPEUTICS,4,\
Journal of Manual & Manipulative Therapy,4,\
Journal of Manufacturing and Materials Processing,4,\
Journal of Manufacturing Processes,1,Yes
JOURNAL OF MANUFACTURING SCIENCE AND ENGINEERING-TRANSACTIONS OF THE ASME,3,\
JOURNAL OF MANUFACTURING SYSTEMS,1,Yes
Journal of Manufacturing Technology Management,1,Yes
Journal of Map & Geography Libraries,4,\
Journal of Maps,4,\
Journal of Marine Engineering and Technology,3,\
Journal of Marine Medical Society,4,\
Journal of Marine Science and Application,4,\
Journal of Marine Science and Engineering,3,\
Journal of Marine Science and Technology-Taiwan,4,\
JOURNAL OF MARINE SCIENCE AND TECHNOLOGY,4,\
JOURNAL OF MARINE SYSTEMS,3,\
JOURNAL OF MARITAL AND FAMILY THERAPY,4,\
Journal of Maritime Archaeology,3,\
Journal of Marketing Analytics,4,\
Journal of Marketing Education,3,\
Journal of Marketing for Higher Education,4,\
Journal of Marketing Management,3,\
JOURNAL OF MARKETING RESEARCH,2,\
Journal of Marketing Theory and Practice,4,\
JOURNAL OF MARKETING,1,Yes
JOURNAL OF MARRIAGE AND FAMILY,2,Yes
Journal of Mass Spectrometry and Advances in the Clinical Lab,2,\
JOURNAL OF MASS SPECTROMETRY,3,\
JOURNAL OF MATERIAL CULTURE,2,\
Journal of Material Cycles and Waste Management,4,\
Journal of Materials and Engineering Structures,4,\
Journal of Materials Chemistry A,2,\
Journal of Materials Chemistry B,3,\
Journal of Materials Chemistry C,3,\
JOURNAL OF MATERIALS ENGINEERING AND PERFORMANCE,4,\
JOURNAL OF MATERIALS IN CIVIL ENGINEERING,3,\
JOURNAL OF MATERIALS PROCESSING TECHNOLOGY,1,Yes
Journal of Materials Research and Technology-JMR&T,2,\
JOURNAL OF MATERIALS RESEARCH,4,\
Journal of Materials Science & Technology,1,Yes
JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS,4,\
JOURNAL OF MATERIALS SCIENCE-MATERIALS IN MEDICINE,3,\
JOURNAL OF MATERIALS SCIENCE,3,\
Journal of Materiomics,2,\
Journal of Maternal-Fetal & Neonatal Medicine,4,\
JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS,3,\
Journal of Mathematical Analysis,4,\
Journal of Mathematical and Fundamental Sciences,4,\
Journal of Mathematical Behavior,4,\
JOURNAL OF MATHEMATICAL BIOLOGY,4,\
JOURNAL OF MATHEMATICAL CHEMISTRY,3,\
Journal of Mathematical Cryptology,4,\
JOURNAL OF MATHEMATICAL ECONOMICS,4,\
Journal of Mathematical Extension,4,\
Journal of Mathematical Fluid Mechanics,3,\
JOURNAL OF MATHEMATICAL IMAGING AND VISION,4,\
Journal of Mathematical Inequalities,4,\
Journal of Mathematical Logic,1,Yes
Journal of Mathematical Physics Analysis Geometry,4,\
JOURNAL OF MATHEMATICAL PHYSICS,3,\
JOURNAL OF MATHEMATICAL PSYCHOLOGY,3,\
JOURNAL OF MATHEMATICAL SOCIOLOGY,4,\
Journal of Mathematical Study,4,\
Journal of Mathematics and Computer Science-JMCS,3,\
Journal of Mathematics and Music,4,\
Journal of Mathematics and the Arts,4,\
Journal of Mathematics in Industry,4,\
Journal of Mathematics Mechanics and Computer Science,4,\
Journal of Mathematics Teacher Education,2,\
Journal of Mathematics,4,\
Journal of Maxillofacial & Oral Surgery,4,\
Journal of Measurement and Evaluation in Education and Psychology-EPOD,4,\
Journal of Measurements in Engineering,4,\
JOURNAL OF MECHANICAL DESIGN,3,\
Journal of Mechanical Engineering and Sciences,4,\
Journal of Mechanical Science and Technology,4,\
Journal of Mechanics in Medicine and Biology,4,\
Journal of Mechanics of Materials and Structures,4,\
JOURNAL OF MECHANICS,4,\
Journal of Mechanisms and Robotics-Transactions of the ASME,4,\
Journal of Media and Religion,4,\
Journal of Media Business Studies,4,\
JOURNAL OF MEDIA ECONOMICS,4,\
Journal of Media Ethics,4,\
Journal of Media Psychology-Theories Methods and Applications,3,\
Journal of Medical and Biological Engineering,4,\
Journal of Medical and Biomedical Science,4,\
Journal of Medical and Surgical Research,4,\
Journal of Medical Biochemistry,4,\
Journal of Medical Biography,4,\
Journal of Medical Case Reports,4,\
Journal of Medical Devices-Transactions of the ASME,4,\
JOURNAL OF MEDICAL ECONOMICS,3,\
Journal of Medical Education and Curricular Development,4,\
JOURNAL OF MEDICAL ENTOMOLOGY,2,\
Journal of Medical Ethics and History of Medicine,4,\
JOURNAL OF MEDICAL ETHICS,2,\
JOURNAL OF MEDICAL GENETICS,2,\
Journal of Medical Humanities,4,\
Journal of Medical Imaging and Radiation Oncology,4,\
Journal of Medical Imaging and Radiation Sciences,4,\
Journal of Medical Imaging,4,\
JOURNAL OF MEDICAL INTERNET RESEARCH,2,Yes
JOURNAL OF MEDICAL INVESTIGATION,4,\
JOURNAL OF MEDICAL MICROBIOLOGY,4,\
Journal of Medical Physics,4,\
JOURNAL OF MEDICAL PRIMATOLOGY,4,\
Journal of Medical Radiation Sciences,4,\
JOURNAL OF MEDICAL SCREENING,4,\
Journal of Medical Signals & Sensors,4,\
JOURNAL OF MEDICAL SYSTEMS,3,\
Journal of Medical Toxicology,3,\
Journal of Medical Ultrasonics,4,\
Journal of Medical Ultrasound,4,\
JOURNAL OF MEDICAL VIROLOGY,3,\
JOURNAL OF MEDICINAL CHEMISTRY,1,Yes
JOURNAL OF MEDICINAL FOOD,4,\
Journal of Medicinal Plants and By-products-JMPB,4,\
JOURNAL OF MEDICINE AND PHILOSOPHY,4,\
JOURNAL OF MEDIEVAL AND EARLY MODERN STUDIES,2,\
JOURNAL OF MEDIEVAL HISTORY,2,\
Journal of Medieval Iberian Studies,2,\
Journal of Medieval Religious Cultures,3,\
Journal of Mediterranean Archaeology,2,\
JOURNAL OF MEDITERRANEAN STUDIES,4,\
Journal of Mehmet Akif Ersoy University Economics and Administrative Sciences Faculty,4,\
JOURNAL OF MEMBRANE BIOLOGY,4,\
Journal of Membrane Computing,3,\
Journal of Membrane Science Letters,2,\
JOURNAL OF MEMBRANE SCIENCE,1,Yes
JOURNAL OF MEMORY AND LANGUAGE,2,\
Journal of Mens Health,4,\
Journal of Mental Health and Human Behaviour,4,\
Journal of Mental Health Policy and Economics,4,\
Journal of Mental Health Research in Intellectual Disabilities,4,\
Journal of Mental Health Training Education and Practice,4,\
Journal of Mental Health,3,\
Journal of Metals Materials and Minerals,4,\
JOURNAL OF METAMORPHIC GEOLOGY,2,\
Journal of Meteorological Research,4,\
Journal of Micro and Nano-Manufacturing,4,\
Journal of Micro-Bio Robotics,4,\
Journal of Micro-Nanopatterning Materials and Metrology-JM3,3,\
JOURNAL OF MICROBIOLOGICAL METHODS,4,\
Journal of Microbiology & Biology Education,4,\
JOURNAL OF MICROBIOLOGY AND BIOTECHNOLOGY,4,\
Journal of Microbiology Biotechnology and Food Sciences,4,\
JOURNAL OF MICROBIOLOGY IMMUNOLOGY AND INFECTION,3,\
JOURNAL OF MICROBIOLOGY,3,\
JOURNAL OF MICROELECTROMECHANICAL SYSTEMS,3,\
JOURNAL OF MICROENCAPSULATION,4,\
JOURNAL OF MICROMECHANICS AND MICROENGINEERING,4,\
Journal of Microorganism Control,4,\
JOURNAL OF MICROPALAEONTOLOGY,1,Yes
JOURNAL OF MICROSCOPY,4,\
JOURNAL OF MICROWAVE POWER AND ELECTROMAGNETIC ENERGY,4,\
Journal of Mid-life Health,4,\
Journal of Middle East Womens Studies,4,\
JOURNAL OF MIDWIFERY & WOMENS HEALTH,4,\
Journal of Migration and Health,3,\
Journal of Migration History,4,\
Journal of Military and Strategic Studies,4,\
Journal of Military and Veterans Health,4,\
JOURNAL OF MILITARY HISTORY,4,\
Journal of Military Veteran and Family Health,4,\
Journal of Mind and Medical Sciences,4,\
Journal of Mineralogical and Petrological Sciences,4,\
Journal of Minimal Access Surgery,4,\
Journal of Minimally Invasive Gynecology,2,\
Journal of Mining and Environment,4,\
Journal of Mining and Metallurgy Section B-Metallurgy,4,\
Journal of Mining Institute,3,\
JOURNAL OF MINING SCIENCE,4,\
Journal of Mixed Methods Research,1,Yes
Journal of Modelling in Management,4,\
JOURNAL OF MODERN AFRICAN STUDIES,3,\
Journal of Modern Chinese History,4,\
Journal of Modern Craft,4,\
Journal of Modern Dynamics,2,\
Journal of Modern European History,3,\
JOURNAL OF MODERN GREEK STUDIES,4,\
JOURNAL OF MODERN HISTORY,1,Yes
JOURNAL OF MODERN ITALIAN STUDIES,3,\
Journal of Modern Jewish Studies,3,\
JOURNAL OF MODERN LITERATURE,3,\
JOURNAL OF MODERN OPTICS,4,\
Journal of Modern Periodical Studies,4,\
Journal of Modern Power Systems and Clean Energy,2,\
Journal of Modern Russian History and Historiography,4,\
JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY,2,\
Journal of Molecular and Engineering Materials,4,\
JOURNAL OF MOLECULAR BIOLOGY,2,\
Journal of Molecular Cell Biology,2,\
JOURNAL OF MOLECULAR DIAGNOSTICS,3,\
JOURNAL OF MOLECULAR ENDOCRINOLOGY,3,\
JOURNAL OF MOLECULAR EVOLUTION,4,\
JOURNAL OF MOLECULAR GRAPHICS & MODELLING,4,\
JOURNAL OF MOLECULAR HISTOLOGY,3,\
JOURNAL OF MOLECULAR LIQUIDS,2,\
JOURNAL OF MOLECULAR MEDICINE-JMM,3,\
JOURNAL OF MOLECULAR MODELING,4,\
JOURNAL OF MOLECULAR NEUROSCIENCE,4,\
JOURNAL OF MOLECULAR RECOGNITION,4,\
JOURNAL OF MOLECULAR SPECTROSCOPY,4,\
Journal of Molecular Structure,2,\
JOURNAL OF MOLLUSCAN STUDIES,3,\
JOURNAL OF MONETARY ECONOMICS,1,Yes
JOURNAL OF MONEY CREDIT AND BANKING,4,\
Journal of Money Laundering Control,4,\
JOURNAL OF MORAL EDUCATION,4,\
Journal of Moral Philosophy,2,\
Journal of Moravian History,4,\
JOURNAL OF MORPHOLOGY,4,\
Journal of Mosaic Research,4,\
JOURNAL OF MOTOR BEHAVIOR,4,\
Journal of Motor Learning and Development,4,\
Journal of Mountain Science,4,\
Journal of Movement Disorders,4,\
Journal of Multi-Criteria Decision Analysis,4,\
JOURNAL OF MULTICULTURAL COUNSELING AND DEVELOPMENT,4,\
Journal of Multicultural Discourses,3,\
Journal of Multidisciplinary Healthcare,3,\
JOURNAL OF MULTILINGUAL AND MULTICULTURAL DEVELOPMENT,1,Yes
Journal of Multinational Financial Management,4,\
JOURNAL OF MULTIPLE-VALUED LOGIC AND SOFT COMPUTING,4,\
Journal of Multiscale Modelling,4,\
JOURNAL OF MULTIVARIATE ANALYSIS,2,\
JOURNAL OF MUSCLE RESEARCH AND CELL MOTILITY,3,\
JOURNAL OF MUSCULOSKELETAL & NEURONAL INTERACTIONS,4,\
Journal of Museum Education,4,\
Journal of Music Teacher Education,4,\
Journal of Music Technology & Education,3,\
JOURNAL OF MUSIC THEORY,1,Yes
JOURNAL OF MUSIC THERAPY,4,\
JOURNAL OF MUSICOLOGICAL RESEARCH,3,\
JOURNAL OF MUSICOLOGY,2,\
Journal of Muslim Mental Health,4,\
Journal of Muslim Minority Affairs,3,\
Journal of Nano Research,4,\
JOURNAL OF NANOBIOTECHNOLOGY,1,Yes
Journal of Nanoelectronics and Optoelectronics,4,\
Journal of Nanofluids,4,\
JOURNAL OF NANOPARTICLE RESEARCH,4,\
Journal of Nanophotonics,4,\
Journal of Nanostructure in Chemistry,2,\
Journal of Nanostructures,4,\
Journal of Nanotechnology,4,\
Journal of Natural Fibers,3,\
JOURNAL OF NATURAL HISTORY,4,\
Journal of Natural Medicines,4,\
JOURNAL OF NATURAL PRODUCTS,2,\
Journal of Naval Architecture and Marine Engineering,4,\
JOURNAL OF NAVIGATION,4,\
JOURNAL OF NEAR EASTERN STUDIES,2,\
JOURNAL OF NEAR INFRARED SPECTROSCOPY,4,\
JOURNAL OF NEMATOLOGY,4,\
JOURNAL OF NEPHROLOGY,3,\
JOURNAL OF NERVOUS AND MENTAL DISEASE,4,\
JOURNAL OF NETWORK AND COMPUTER APPLICATIONS,2,\
Journal of Network and Systems Management,3,\
Journal of Neural Engineering,3,\
JOURNAL OF NEURAL TRANSMISSION,3,\
JOURNAL OF NEURO-ONCOLOGY,2,\
JOURNAL OF NEURO-OPHTHALMOLOGY,4,\
Journal of Neuroanaesthesiology and Critical Care,4,\
JOURNAL OF NEUROCHEMISTRY,3,\
Journal of Neurodevelopmental Disorders,2,\
JOURNAL OF NEUROENDOCRINOLOGY,3,\
Journal of NeuroEngineering and Rehabilitation,1,Yes
Journal of Neurogastroenterology and Motility,2,\
JOURNAL OF NEUROGENETICS,4,\
JOURNAL OF NEUROIMAGING,3,\
Journal of Neuroimmune Pharmacology,3,\
JOURNAL OF NEUROIMMUNOLOGY,4,\
Journal of Neuroinflammation,1,Yes
Journal of NeuroInterventional Surgery,2,Yes
JOURNAL OF NEUROLINGUISTICS,4,\
Journal of Neurologic Physical Therapy,4,\
Journal of Neurological Surgery Part A-Central European Neurosurgery,4,\
Journal of Neurological Surgery Part B-Skull Base,4,\
Journal of Neurological Surgery Reports,4,\
JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY,1,Yes
JOURNAL OF NEUROLOGY,2,\
Journal of Neuromuscular Diseases,4,\
JOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY,4,\
Journal of Neurophysiology,4,\
JOURNAL OF NEUROPSYCHIATRY AND CLINICAL NEUROSCIENCES,4,\
Journal of Neuropsychology,4,\
JOURNAL OF NEURORADIOLOGY,3,\
Journal of Neurorestoratology,3,\
JOURNAL OF NEUROSCIENCE METHODS,4,\
JOURNAL OF NEUROSCIENCE NURSING,4,\
Journal of Neuroscience Psychology and Economics,4,\
JOURNAL OF NEUROSCIENCE RESEARCH,4,\
JOURNAL OF NEUROSCIENCE,2,Yes
Journal of Neurosciences in Rural Practice,4,\
Journal of Neurosurgery-Pediatrics,3,\
JOURNAL OF NEUROSURGERY-SPINE,2,\
JOURNAL OF NEUROSURGERY,2,\
JOURNAL OF NEUROSURGICAL ANESTHESIOLOGY,3,\
Journal of Neurosurgical Sciences,4,\
JOURNAL OF NEUROTRAUMA,2,\
JOURNAL OF NEUROVIROLOGY,4,\
Journal of Neutron Research,3,\
Journal of New Approaches in Educational Research,1,Yes
JOURNAL OF NEW MATERIALS FOR ELECTROCHEMICAL SYSTEMS,4,\
JOURNAL OF NEW MUSIC RESEARCH,3,\
Journal of New Technology and Materials,4,\
Journal of New Zealand Studies,4,\
Journal of Nietzsche Studies,1,Yes
JOURNAL OF NIPPON MEDICAL SCHOOL,4,\
Journal of Non-Crystalline Solids,3,\
JOURNAL OF NON-EQUILIBRIUM THERMODYNAMICS,2,\
JOURNAL OF NON-NEWTONIAN FLUID MECHANICS,3,\
Journal of Noncommutative Geometry,3,\
"Journal of Nondestructive Evaluation, Diagnostics and Prognostics of Engineering Systems",4,\
JOURNAL OF NONDESTRUCTIVE EVALUATION,3,\
Journal of Nonlinear and Convex Analysis,4,\
Journal of Nonlinear and Variational Analysis,2,\
Journal of Nonlinear Functional Analysis,4,\
JOURNAL OF NONLINEAR MATHEMATICAL PHYSICS,3,\
JOURNAL OF NONLINEAR OPTICAL PHYSICS & MATERIALS,2,\
JOURNAL OF NONLINEAR SCIENCE,2,\
JOURNAL OF NONPARAMETRIC STATISTICS,4,\
Journal of Nonprofit & Public Sector Marketing,4,\
Journal of Nonprofit Education and Leadership,4,\
JOURNAL OF NONVERBAL BEHAVIOR,4,\
Journal of North African Studies,3,\
Journal of Northwest Semitic Languages,3,\
JOURNAL OF NUCLEAR CARDIOLOGY,3,\
Journal of Nuclear Engineering and Radiation Science,4,\
Journal of Nuclear Fuel Cycle and Waste Technology,4,\
Journal of Nuclear Materials,2,\
Journal of Nuclear Medicine Technology,4,\
JOURNAL OF NUCLEAR MEDICINE,1,Yes
JOURNAL OF NUCLEAR SCIENCE AND TECHNOLOGY,3,\
JOURNAL OF NUMBER THEORY,3,\
Journal of Numerical Mathematics,3,\
JOURNAL OF NURSING ADMINISTRATION,4,\
Journal of Nursing and Midwifery Sciences,4,\
JOURNAL OF NURSING CARE QUALITY,4,\
JOURNAL OF NURSING EDUCATION,4,\
Journal of Nursing Management,2,\
Journal of Nursing Measurement,4,\
Journal of Nursing Regulation,4,\
Journal of Nursing Research,3,\
JOURNAL OF NURSING SCHOLARSHIP,3,\
Journal of Nursology,4,\
Journal of Nusantara Studies-JONUS,4,\
Journal of Nutrition and Metabolism,4,\
JOURNAL OF NUTRITION EDUCATION AND BEHAVIOR,4,\
Journal of Nutrition Health & Aging,2,\
JOURNAL OF NUTRITION,3,\
JOURNAL OF NUTRITIONAL BIOCHEMISTRY,2,\
JOURNAL OF NUTRITIONAL SCIENCE AND VITAMINOLOGY,4,\
Journal of Nutritional Science,4,\
Journal of Obesity & Metabolic Syndrome,4,\
Journal of Obesity,3,\
Journal of Object Technology,4,\
Journal of Obsessive-Compulsive and Related Disorders,4,\
Journal of Obstetric Anaesthesia and Critical Care,4,\
Journal of Obstetrics and Gynaecology Canada,4,\
JOURNAL OF OBSTETRICS AND GYNAECOLOGY RESEARCH,4,\
JOURNAL OF OBSTETRICS AND GYNAECOLOGY,4,\
Journal of Obstetrics and Gynecology of India,4,\
JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL HYGIENE,4,\
JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL MEDICINE,4,\
JOURNAL OF OCCUPATIONAL AND ORGANIZATIONAL PSYCHOLOGY,2,\
Journal of Occupational Health Psychology,1,Yes
JOURNAL OF OCCUPATIONAL HEALTH,4,\
Journal of Occupational Medicine and Toxicology,3,\
JOURNAL OF OCCUPATIONAL REHABILITATION,3,\
Journal of Occupational Science,3,\
Journal of Occupational Therapy Schools and Early Intervention,4,\
Journal of Ocean Engineering and Marine Energy,4,\
Journal of Ocean Engineering and Science,1,Yes
Journal of Ocean University of China,2,\
JOURNAL OF OCEANOGRAPHY,4,\
Journal of Oceanology and Limnology,2,\
JOURNAL OF OCULAR PHARMACOLOGY AND THERAPEUTICS,4,\
Journal of Offender Rehabilitation,4,\
Journal of Official Statistics,4,\
JOURNAL OF OFFSHORE MECHANICS AND ARCTIC ENGINEERING-TRANSACTIONS OF THE ASME,4,\
Journal of Oil Palm Research,4,\
Journal of Oleo Science,4,\
JOURNAL OF ONCOLOGY PHARMACY PRACTICE,4,\
Journal of Open Archaeology Data,2,\
Journal of Operational Meteorology,4,\
Journal of Operational Oceanography,4,\
Journal of Operational Risk,4,\
JOURNAL OF OPERATIONS MANAGEMENT,2,\
JOURNAL OF OPERATOR THEORY,3,\
Journal of Ophthalmic & Vision Research,4,\
Journal of Ophthalmic Inflammation and Infection,4,\
Journal of Ophthalmology,4,\
Journal of Optical Communications and Networking,2,\
Journal of Optical Microsystems,4,\
JOURNAL OF OPTICAL TECHNOLOGY,4,\
Journal of Optics-India,4,\
Journal of Optics,4,\
JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS,3,\
Journal of Optoelectronic and Biomedical Materials,4,\
JOURNAL OF OPTOELECTRONICS AND ADVANCED MATERIALS,4,\
Journal of Optometry,4,\
Journal of Oral & Facial Pain and Headache,4,\
Journal of Oral and Maxillofacial Surgery Medicine and Pathology,4,\
JOURNAL OF ORAL AND MAXILLOFACIAL SURGERY,3,\
Journal of Oral Biosciences,4,\
Journal of Oral Health and Oral Epidemiology,4,\
Journal of Oral Implantology,4,\
Journal of Oral Microbiology,2,\
JOURNAL OF ORAL PATHOLOGY & MEDICINE,3,\
